,time,value
2634,22:56:27,69
2635,22:56:32,69
2636,22:56:47,69
2637,22:56:52,70
2638,22:57:07,70
2639,22:57:12,69
2640,22:57:27,70
2641,22:57:34,70
2642,22:57:39,72
2643,22:57:44,71
2644,22:57:49,69
2645,22:57:54,68
2646,22:57:59,69
2647,22:58:04,69
2648,22:58:19,69
2649,22:58:24,70
2650,22:58:34,70
2651,22:58:39,71
2652,22:58:44,72
2653,22:58:59,70
2654,22:59:04,68
2655,22:59:19,68
2656,22:59:29,67
2657,22:59:39,69
2658,22:59:54,70
2659,23:00:09,70
2660,23:00:14,68
2661,23:00:19,67
2662,23:00:24,65
2663,23:00:34,66
2664,23:00:49,66
2665,23:00:54,67
2666,23:00:59,68
2667,23:01:04,69
2668,23:01:09,69
2669,23:01:24,69
2670,23:01:39,69
2671,23:01:49,70
2672,23:01:59,71
2673,23:02:14,71
2674,23:02:29,71
2675,23:02:44,71
2676,23:02:59,71
2677,23:03:14,71
2678,23:03:29,70
2679,23:03:34,69
2680,23:03:39,69
2681,23:03:54,69
2682,23:03:59,68
2683,23:04:14,68
2684,23:04:24,69
2685,23:04:34,69
2686,23:04:39,69
2687,23:04:49,70
2688,23:04:59,69
2689,23:05:14,69
2690,23:05:19,71
2691,23:05:24,72
2692,23:05:29,71
2693,23:05:39,68
2694,23:05:44,67
2695,23:05:49,66
2696,23:05:59,67
2697,23:06:04,68
2698,23:06:09,69
2699,23:06:19,70
2700,23:06:24,71
2701,23:06:39,70
2702,23:06:44,69
2703,23:06:49,68
2704,23:06:59,67
2705,23:07:09,68
2706,23:07:14,70
2707,23:07:19,71
2708,23:07:34,69
2709,23:07:39,68
2710,23:07:44,66
2711,23:07:59,66
2712,23:08:04,67
2713,23:08:19,67
2714,23:08:29,69
2715,23:08:34,71
2716,23:08:39,72
2717,23:08:44,74
2718,23:08:49,75
2719,23:08:54,74
2720,23:08:59,73
2721,23:09:09,72
2722,23:09:14,72
2723,23:09:19,73
2724,23:09:24,73
2725,23:09:39,72
2726,23:09:44,71
2727,23:09:49,70
2728,23:10:04,71
2729,23:10:09,69
2730,23:10:19,70
2731,23:10:29,77
2732,23:10:34,79
2733,23:10:39,75
2734,23:10:44,73
2735,23:10:49,74
2736,23:10:59,73
2737,23:11:14,71
2738,23:11:19,70
2739,23:11:24,69
2740,23:11:39,71
2741,23:11:44,71
2742,23:11:59,73
2743,23:12:09,74
2744,23:12:19,72
2745,23:12:29,71
2746,23:12:41,72
2747,23:12:46,73
2748,23:12:51,74
2749,23:13:01,77
2750,23:13:06,78
2751,23:13:11,73
2752,23:13:16,74
2753,23:13:21,74
2754,23:13:26,78
2755,23:13:31,80
2756,23:13:46,80
2757,23:13:51,81
2758,23:13:56,82
2759,23:14:01,83
2760,23:14:16,83
2761,23:14:21,82
2762,23:14:26,73
2763,23:14:31,70
2764,23:14:46,70
2765,23:14:51,68
2766,23:14:56,67
2767,23:15:01,66
2768,23:15:11,65
2769,23:15:16,67
2770,23:15:31,67
2771,23:15:36,65
2772,23:15:41,65
2773,23:15:46,66
2774,23:15:51,67
2775,23:15:56,68
2776,23:16:01,69
2777,23:16:06,70
2778,23:16:11,74
2779,23:16:21,73
2780,23:16:26,71
2781,23:16:36,70
2782,23:16:41,70
2783,23:16:56,68
2784,23:17:01,67
2785,23:17:11,69
2786,23:17:16,74
2787,23:17:21,73
2788,23:17:26,71
2789,23:17:31,68
2790,23:17:36,65
2791,23:17:41,64
2792,23:17:46,65
2793,23:17:51,66
2794,23:18:01,68
2795,23:18:11,69
2796,23:18:26,68
2797,23:18:31,67
2798,23:18:41,68
2799,23:18:46,69
2800,23:18:51,69
2801,23:18:56,68
2802,23:19:06,68
2803,23:19:16,69
2804,23:19:26,71
2805,23:19:31,72
2806,23:19:36,73
2807,23:19:51,71
2808,23:19:56,66
2809,23:20:01,65
2810,23:20:16,66
2811,23:20:26,67
2812,23:20:36,67
2813,23:20:46,67
2814,23:20:56,68
2815,23:21:01,71
2816,23:21:06,70
2817,23:21:11,68
2818,23:21:16,65
2819,23:21:31,67
2820,23:21:46,66
2821,23:21:56,65
2822,23:22:01,67
2823,23:22:06,70
2824,23:22:11,69
2825,23:22:16,71
2826,23:22:21,69
2827,23:22:26,68
2828,23:22:31,67
2829,23:22:36,68
2830,23:22:41,71
2831,23:22:46,72
2832,23:22:51,71
2833,23:22:56,70
2834,23:23:01,69
2835,23:23:06,68
2836,23:23:11,67
2837,23:23:16,66
2838,23:23:31,66
2839,23:23:36,67
2840,23:23:51,66
2841,23:23:56,67
2842,23:24:01,69
2843,23:24:11,68
2844,23:24:21,66
2845,23:24:31,65
2846,23:24:36,64
2847,23:24:51,64
2848,23:25:06,64
2849,23:25:11,65
2850,23:25:21,66
2851,23:25:26,67
2852,23:25:31,69
2853,23:25:36,69
2854,23:25:41,70
2855,23:25:46,71
2856,23:25:51,72
2857,23:26:01,70
2858,23:26:06,69
2859,23:26:21,69
2860,23:26:31,67
2861,23:26:46,66
2862,23:26:51,65
2863,23:26:56,66
2864,23:27:01,67
2865,23:27:06,69
2866,23:27:11,72
2867,23:27:16,73
2868,23:27:31,73
2869,23:27:50,73
2870,23:27:55,72
2871,23:28:00,71
2872,23:28:15,68
2873,23:28:20,63
2874,23:28:25,62
2875,23:28:35,63
2876,23:28:40,64
2877,23:28:45,65
2878,23:28:50,66
2879,23:28:55,68
2880,23:29:00,69
2881,23:29:15,69
2882,23:29:30,68
2883,23:29:35,67
2884,23:29:50,67
2885,23:29:55,68
2886,23:30:05,67
2887,23:30:10,65
2888,23:30:25,66
2889,23:30:30,67
2890,23:30:45,67
2891,23:30:50,68
2892,23:30:55,70
2893,23:31:00,72
2894,23:31:05,73
2895,23:31:10,75
2896,23:31:15,76
2897,23:31:30,74
2898,23:31:35,71
2899,23:31:40,69
2900,23:31:45,68
2901,23:31:50,69
2902,23:31:55,68
2903,23:32:00,68
2904,23:32:10,69
2905,23:32:25,68
2906,23:32:30,66
2907,23:32:35,64
2908,23:32:50,64
2909,23:32:55,65
2910,23:33:10,65
2911,23:33:20,66
2912,23:33:25,65
2913,23:33:40,65
2914,23:33:50,64
2915,23:33:55,65
2916,23:34:10,65
2917,23:34:25,65
2918,23:34:30,66
2919,23:34:35,67
2920,23:34:50,68
2921,23:34:55,67
2922,23:35:00,65
2923,23:35:05,65
2924,23:35:10,66
2925,23:35:20,67
2926,23:35:35,67
2927,23:35:50,68
2928,23:35:55,67
2929,23:36:05,68
2930,23:36:20,68
2931,23:36:25,67
2932,23:36:30,66
2933,23:36:45,66
2934,23:36:50,67
2935,23:36:55,68
2936,23:37:10,68
2937,23:37:25,68
2938,23:37:30,70
2939,23:37:35,71
2940,23:37:45,72
2941,23:37:50,73
2942,23:37:55,74
2943,23:38:05,75
2944,23:38:10,79
2945,23:38:15,80
2946,23:38:20,81
2947,23:38:25,80
2948,23:38:40,82
2949,23:38:45,83
2950,23:38:50,84
2951,23:38:55,84
2952,23:39:05,83
2953,23:39:15,83
2954,23:39:20,82
2955,23:39:25,80
2956,23:39:35,81
2957,23:39:40,82
2958,23:39:45,83
2959,23:39:50,82
2960,23:39:55,83
2961,23:40:00,82
2962,23:40:05,83
2963,23:40:10,85
2964,23:40:15,80
2965,23:40:25,81
2966,23:40:30,80
2967,23:40:35,77
2968,23:40:40,76
2969,23:40:45,75
2970,23:40:55,74
2971,23:41:05,73
2972,23:41:15,74
2973,23:41:20,75
2974,23:41:25,76
2975,23:41:30,75
2976,23:41:35,77
2977,23:41:40,77
2978,23:41:50,75
2979,23:41:55,73
2980,23:42:00,71
2981,23:42:05,70
2982,23:42:10,71
2983,23:42:15,72
2984,23:42:20,73
2985,23:42:25,74
2986,23:42:30,75
2987,23:42:35,77
2988,23:42:40,78
2989,23:42:45,79
2990,23:42:50,80
2991,23:43:05,79
2992,23:43:10,80
2993,23:43:15,81
2994,23:43:20,80
2995,23:43:25,78
2996,23:43:30,79
2997,23:43:35,76
2998,23:43:40,75
2999,23:43:45,73
3000,23:43:50,70
3001,23:43:55,69
3002,23:44:10,70
3003,23:44:20,75
3004,23:44:25,79
3005,23:44:30,75
3006,23:44:35,71
3007,23:44:40,68
3008,23:44:55,69
3009,23:45:00,71
3010,23:45:05,71
3011,23:45:20,73
3012,23:45:25,76
3013,23:45:40,76
3014,23:45:55,76
3015,23:46:00,75
3016,23:46:05,73
3017,23:46:10,70
3018,23:46:20,73
3019,23:46:25,72
3020,23:46:36,72
3021,23:46:41,73
3022,23:46:51,74
3023,23:47:01,75
3024,23:47:11,84
3025,23:47:16,87
3026,23:47:21,86
3027,23:47:36,86
3028,23:47:41,85
3029,23:47:46,83
3030,23:47:51,81
3031,23:48:01,81
3032,23:48:06,79
3033,23:48:11,79
3034,23:48:26,79
3035,23:48:31,78
3036,23:48:36,72
3037,23:48:41,69
3038,23:48:56,70
3039,23:49:06,73
3040,23:49:11,72
3041,23:49:16,71
3042,23:49:21,72
3043,23:49:31,71
3044,23:49:36,73
3045,23:49:41,74
3046,23:49:46,72
3047,23:49:51,71
3048,23:50:01,70
3049,23:50:16,72
3050,23:50:21,71
3051,23:50:36,71
3052,23:50:46,72
3053,23:51:01,72
3054,23:51:16,72
3055,23:51:26,73
3056,23:51:31,74
3057,23:51:36,70
3058,23:51:46,76
3059,23:51:51,74
3060,23:51:56,72
3061,23:52:06,73
3062,23:52:11,74
3063,23:52:16,77
3064,23:52:21,76
3065,23:52:36,76
3066,23:52:46,73
3067,23:52:51,72
3068,23:53:01,72
3069,23:53:06,74
3070,23:53:11,73
3071,23:53:16,72
3072,23:53:31,72
3073,23:53:36,74
3074,23:53:41,73
3075,23:53:51,72
3076,23:54:06,71
3077,23:54:16,70
3078,23:54:21,69
3079,23:54:31,71
3080,23:54:41,72
3081,23:54:46,71
3082,23:54:51,70
3083,23:54:56,70
3084,23:55:11,71
3085,23:55:16,72
3086,23:55:21,71
3087,23:55:36,70
3088,23:55:41,68
3089,23:55:46,68
3090,23:56:01,68
3091,23:56:16,68
3092,23:56:31,68
3093,23:56:41,67
3094,23:56:46,68
3095,23:56:51,69
3096,23:56:56,70
3097,23:57:01,70
3098,23:57:16,72
3099,23:57:21,71
3100,23:57:26,70
3101,23:57:41,71
3102,23:57:46,73
3103,23:57:51,74
3104,23:58:01,73
3105,23:58:11,71
3106,23:58:16,68
3107,23:58:21,67
3108,23:58:31,67
3109,23:58:46,67
3110,23:58:51,67
3111,23:58:56,66
